note_id,project_id,project_name,note_type,note_title,created_at,note_text,effort_hours
57,LA-DDD-0002,AutomatizaciÛn PresentaciÛnes Python,general,,23/02/2026 21:01,Se termina la primera parte con la semi automatizacion de coppel,35
81,LA-DDD-0002,AutomatizaciÛn PresentaciÛnes Python,general,,12/03/2026 21:27,Se agrega la funcionalidad de insertar texto y tablas,35
183,LA-DDD-0002,AutomatizaciÛn PresentaciÛnes Python,general,,30/04/2026 16:27,Se esta configurando la presentaciÛn de Coppel con el texto a incluir en las diapositivas,30
288,LA-DDD-0002,AutomatizaciÛn PresentaciÛnes Python,general,Seguimiento 2026-05-05,05/05/2026 16:05,Se avanza con la creacion del template de Coppel.,30
292,LA-DDD-0002,AutomatizaciÛn PresentaciÛnes Python,general,Seguimiento 2026-05-11,11/05/2026 16:05,Se avanza con la creacion del template de Coppel.,30
296,LA-DDD-0002,AutomatizaciÛn PresentaciÛnes Python,general,Seguimiento 2026-05-19,19/05/2026 16:05,Se termino de hacer la configuracion y se genero la PPT de Q4 para comparar versus entregado.,30
1,MX-DDD-0001,Actualizacion Macro RCD colgate,general,/start,20/02/2026 16:19,"Alinear a todos los stakeholders sobre el objetivo, alcance y reporte esperado del proyecto.",2
9,MX-DDD-0001,Actualizacion Macro RCD colgate,general,,25/02/2026 16:19,"Evaluar la salud, complejidad y riesgo del VBA existente para dimensionar impacto del cambio.",3
13,MX-DDD-0001,Actualizacion Macro RCD colgate,general,,02/03/2026 16:19,"DecisiÛn: ImplementaciÛn principal en Python. 
Estado de la v√≠a alterna: Habilitada (generaciÛn de archivo en formato legado para Macro VBA). 
MotivaciÛn breve: mantenibilidad, escalabilidad, compatibilidad con nuevos insumos (MyWorldpanel), tiempos de ciclo, y control de calidad. 
Fecha de decisiÛn: (mar, 24 feb). 
Enlace al ADR (ver #5).",0
5,MX-DDD-0001,Actualizacion Macro RCD colgate,general,/start,03/03/2026 16:19,"Comprender la estructura, contenido y variabilidad del nuevo input MYWorldpanel antes de cualquier implementaciÛn.",3
61,MX-DDD-0001,Actualizacion Macro RCD colgate,general,,09/03/2026 21:04,ya se programÛ la parte importante de los reportes y ya lee outputs de MWP. Esta en proceso de revisiÛn por parte de DD,8
89,MX-DDD-0001,Actualizacion Macro RCD colgate,general,,13/03/2026 15:37,en etapa de evaluaciÛn eficiencia comparando los datos de la macro de VBA con la del programa,4
97,MX-DDD-0001,Actualizacion Macro RCD colgate,general,,24/03/2026 22:46,Carlos corrigiÛ errores encontrados y est· ajustando la lÛgica y los datos para asegurar consistencia.,6
129,MX-DDD-0001,Actualizacion Macro RCD colgate,general,,31/03/2026 20:31,"Carlos terminÛ los ajustes principales (c·lculos, formateos, conversion tree) y solo falta validaciÛn del scorecard",6
146,MX-DDD-0001,Actualizacion Macro RCD colgate,general,,22/04/2026 23:28,La macro est· pr·cticamente cerrada. Carlos ya corriÛ nuevamente la comparaciÛn y todo coincide excepto el scorecard (el cu·l se ajusto para que sea flexible a los datos cambiantes por categoria. Antes era fijo y estaba mal) . Se est· a la espera del feedback final del usuario,5
179,MX-DDD-0001,Actualizacion Macro RCD colgate,general,,28/04/2026 23:57,"Carlos implementÛ un parche para variaciones de formato (cuando no viene la palabra ‚Äútotal‚Äù) y aplicÛ ajustes de look & feel, dejando el cÛdigo listo para pruebas.",4
190,MX-DDD-0001,Actualizacion Macro RCD colgate,general,,30/04/2026 16:36,Carlos hizo ajustes con el feedback de Suelen y se volviÛ a compartir el programa,3
228,MX-DDD-0001,Actualizacion Macro RCD colgate,general,Seguimiento 2026-05-05,05/05/2026 16:05,Se probaron los archivos reportados con errores y el codigo funciona correctamente con los ultimos cambios aplicados.,3
232,MX-DDD-0001,Actualizacion Macro RCD colgate,general,Seguimiento 2026-05-11,11/05/2026 16:05,Se indico que el desarrollo pasara a etapa de pruebas por parte de D&D para su entrega final.,2
236,MX-DDD-0001,Actualizacion Macro RCD colgate,general,Seguimiento 2026-05-19,19/05/2026 16:05,Programa final entregado a D&D para sus pruebas.,2
65,MX-DDD-0003,AutomatizaciÛn Rotaciones MX,general,,20/02/2026 22:55,Idea y ExploraciÛn de lo que se requiere,3
69,MX-DDD-0003,AutomatizaciÛn Rotaciones MX,general,,02/03/2026 22:55,Analizar estructura WPO y brechas vs Rotaciones,5
73,MX-DDD-0003,AutomatizaciÛn Rotaciones MX,general,,06/03/2026 22:55,Definir reglas de negocio y dise√±o tÈcnico,6
77,MX-DDD-0003,AutomatizaciÛn Rotaciones MX,general,,09/03/2026 22:56,Desarrollo: Implementar transformaciÛn WPO ‚Üí Rotaciones,10
85,MX-DDD-0003,AutomatizaciÛn Rotaciones MX,general,,13/03/2026 15:34,Estamos ne etapas de prueba de producto,4
93,MX-DDD-0003,AutomatizaciÛn Rotaciones MX,general,,24/03/2026 16:15,Se presentÛ al cliente y pidi0 cambios menores que deber√≠an quedar esta semana,3
125,MX-DDD-0003,AutomatizaciÛn Rotaciones MX,general,,31/03/2026 20:26,El desarrollo est· terminado y Luis solo debe enviar la versiÛn final al cliente para prueba,2
141,MX-DDD-0003,AutomatizaciÛn Rotaciones MX,general,,22/04/2026 22:46,"Realizar la sesiÛn de entrega con el cliente. 
Presentar soluciÛn e instrucciones de uso. 
Confirmar cierre. /end",1
101,MX-DDD-0004,ActualizaciÛn VBA Walmart Frescos,general,,04/03/2026 22:05,"Se realizÛ la reuniÛn de kickoff el 3 de marzo de 2026 para definir el alcance del ajuste a la macro existente.  Limitar el proyecto a la incorporaciÛn de la categor√≠a Pan de temporada, sin refactorizar la macro base.",2
105,MX-DDD-0004,ActualizaciÛn VBA Walmart Frescos,general,,16/03/2026 22:07,"Durante la fase de desarrollo se realizaron ajustes sobre la macro existente para incorporar Pan de temporada, agregando dos slides nuevos y modificando un slide actual. Se decidiÛ reutilizar la estructura existente de Excel y PowerPoint para minimizar riesgos. El desarrollo quedÛ completado seg√∫n lo planeado.",8
109,MX-DDD-0004,ActualizaciÛn VBA Walmart Frescos,general,,25/03/2026 22:07,"Se iniciaron las pruebas funcionales de la macro, validando la ejecuciÛn completa y los resultados visuales. Durante esta fase se detectaron inconsistencias en t√≠tulos y etiquetas de series en algunos slides. Los hallazgos fueron documentados como bugs.",4
121,MX-DDD-0004,ActualizaciÛn VBA Walmart Frescos,general,,31/03/2026 20:24,El proyecto fue entregado completamente y se est· a la espera de feedback del cliente,2
137,MX-DDD-0004,ActualizaciÛn VBA Walmart Frescos,general,,22/04/2026 22:37,Luis realizÛ correcciones a errores preexistentes y ajustes solicitados. Se modificÛ la macro y la PPT para que los rangos sean din·micos. El programa ya fue probado y ejecuta correctamente.,5
175,MX-DDD-0004,ActualizaciÛn VBA Walmart Frescos,general,,28/04/2026 23:56,LlegÛ feedback nuevamente con errores y a√∫n no se ha revisado la causa de fondo.,3
252,MX-DDD-0004,ActualizaciÛn VBA Walmart Frescos,general,Seguimiento 2026-05-05,05/05/2026 16:05,No se ha avanzado en revision de errores debido a prioridad en otros desarrollos.,0
256,MX-DDD-0004,ActualizaciÛn VBA Walmart Frescos,general,Seguimiento 2026-05-11,11/05/2026 16:05,No se realizaron avances ni ejecuciones relacionadas con Walmart.,0
260,MX-DDD-0004,ActualizaciÛn VBA Walmart Frescos,general,Seguimiento 2026-05-18,18/05/2026 16:05,No se ha avanzado aun porque se priorizo cerrar Order Forms y hay dudas pendientes sobre definiciones funcionales.,0
196,MX-DDD-0005,AutomatizaciÛn Order Forms MWP,general,,30/04/2026 17:20,"Se acordÛ avanzar con la automatizaciÛn del armado de Order Forms para eliminar trabajo manual, con script que ya genera listados por cliente/categor√≠a y completa informaciÛn parcial desde Package Master.",3
264,MX-DDD-0005,AutomatizaciÛn Order Forms MWP,general,Seguimiento 2026-05-05,05/05/2026 16:05,Se avanzo significativamente y es la prioridad actual del equipo. Se identifico que la conexion a SharePoint requiere credenciales especificas; por el momento se decide hacer el programa local.,8
268,MX-DDD-0005,AutomatizaciÛn Order Forms MWP,general,Seguimiento 2026-05-11,11/05/2026 16:05,"El codigo esta refactorizado y se estan ajustando filtros, estructura de repositorio y descargas automaticas pendientes.",6
272,MX-DDD-0005,AutomatizaciÛn Order Forms MWP,general,Seguimiento 2026-05-18,18/05/2026 16:05,Se estan realizando ajustes para manejar filas incompletas y recuperar columnas necesarias para reportes.,5
200,MX-DDD-0006,Usage OFW NestlÈ,general,,30/04/2026 19:01,"Se acordÛ avanzar con el redise√±o y automatizaciÛn del reporte Usage OFW NestlÈ en Power BI, validando un flujo de an·lisis claro y sin agregar nuevas mÈtricas.",3
276,MX-DDD-0006,Usage OFW NestlÈ,general,Seguimiento 2026-05-01,01/05/2026 16:05,Se genero un boceto con los comentarios de la reunion anterior.,4
280,MX-DDD-0006,Usage OFW NestlÈ,general,Seguimiento 2026-05-05,05/05/2026 16:05,Prototipos revisados con Advance y cambios de graficos quedaron del lado de ellos.,3
284,MX-DDD-0006,Usage OFW NestlÈ,general,Seguimiento 2026-05-18,18/05/2026 16:05,Se compartio un boceto en Power BI con el area comercial y se espera feedback.,4
